STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,COU,Country,TAX,Income Tax,TIME_PERIOD,Year,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,ESP,Spain,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2008,,32033.481748,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,ESP,Spain,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2009,,33647.699029,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,ESP,Spain,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2010,,34122.958469,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,ESP,Spain,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2011,,35729.299473,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,ESP,Spain,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2012,,37259.171164,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,ESP,Spain,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2013,,38569.465889,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,ESP,Spain,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2014,,39541.693999,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,ESP,Spain,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2015,,39828.051462,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,ESP,Spain,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2016,,41156.214792,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,ESP,Spain,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2017,,42086.456392,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,ESP,Spain,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2018,,42601.518449,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,ESP,Spain,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2019,,43596.025732,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,ESP,Spain,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2020,,42120.29461,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,ESP,Spain,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2021,,45721.529976,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,ESP,Spain,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2022,,47162.638879,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,DNK,Denmark,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2000,,32500.613622,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,DNK,Denmark,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2001,,33610.854805,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,DNK,Denmark,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2002,,35332.157675,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,DNK,Denmark,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2003,,35960.261541,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,DNK,Denmark,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2004,,37381.11373,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,DNK,Denmark,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2005,,37377.013275,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,DNK,Denmark,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2006,,39876.079115,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,DNK,Denmark,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2007,,42386.755702,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,DNK,Denmark,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2008,,45228.377166,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,DNK,Denmark,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2009,,47511.943374,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,DNK,Denmark,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2010,,49580.854352,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,DNK,Denmark,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2011,,51758.788013,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,DNK,Denmark,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2012,,51817.018558,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,DNK,Denmark,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2013,,53497.057258,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,DNK,Denmark,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2014,,54252.649269,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,DNK,Denmark,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2015,,55247.131551,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,DNK,Denmark,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2016,,57430.542681,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,DNK,Denmark,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2017,,59962.784946,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,DNK,Denmark,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2018,,62209.160247,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,DNK,Denmark,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2019,,64948.999603,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,DNK,Denmark,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2020,,66692.589344,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,DNK,Denmark,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2021,,69856.11667,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,DNK,Denmark,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2022,,72528.379336,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,PRT,Portugal,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2000,,16527.016084,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,PRT,Portugal,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2001,,17210.569467,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,PRT,Portugal,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2002,,19821.284877,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,PRT,Portugal,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2003,,19910.692761,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,PRT,Portugal,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2004,,20244.461226,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,PRT,Portugal,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2005,,21139.052208,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,PRT,Portugal,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2006,,24206.886118,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,PRT,Portugal,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2007,,24009.943964,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,PRT,Portugal,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2008,,24492.605206,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,PRT,Portugal,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2009,,24906.395544,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,PRT,Portugal,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2010,,26567.235374,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,PRT,Portugal,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2011,,26012.602535,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,PRT,Portugal,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2012,,28146.787261,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,PRT,Portugal,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2013,,30214.924338,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,PRT,Portugal,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2014,,29908.262107,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,PRT,Portugal,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2015,,29693.498909,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,PRT,Portugal,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2016,,30761.063117,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,PRT,Portugal,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2017,,31233.304544,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,PRT,Portugal,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2018,,32705.335297,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,PRT,Portugal,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2019,,34696.739492,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,PRT,Portugal,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2020,,34884.653137,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,PRT,Portugal,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2021,,37210.042389,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,PRT,Portugal,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2022,,39098.151417,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,LTU,Lithuania,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2000,,7057.611529,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,LTU,Lithuania,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2001,,7603.871771,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,LTU,Lithuania,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2002,,8296.007887,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,LTU,Lithuania,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2003,,9124.97434,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,LTU,Lithuania,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2004,,9574.599799,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,LTU,Lithuania,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2005,,10070.204612,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,LTU,Lithuania,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2006,,11517.912857,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,LTU,Lithuania,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2007,,13394.083055,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,LTU,Lithuania,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2008,,15010.941914,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,LTU,Lithuania,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2009,,14699.086492,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,LTU,Lithuania,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2010,,14965.706266,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,LTU,Lithuania,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2011,,15376.877081,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,LTU,Lithuania,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2012,,16061.330396,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,LTU,Lithuania,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2013,,17384.771985,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,LTU,Lithuania,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2014,,18336.739752,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,LTU,Lithuania,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2015,,19340.706868,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,LTU,Lithuania,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2016,,21370.299579,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,LTU,Lithuania,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2017,,23074.653602,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,LTU,Lithuania,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2018,,24986.974595,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,LTU,Lithuania,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2019,,34252.986173,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,LTU,Lithuania,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2020,,37266.571448,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,LTU,Lithuania,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2021,,40502.394537,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,LTU,Lithuania,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2022,,44994.835323,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CAN,Canada,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2000,,35273.12613,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CAN,Canada,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2001,,36523.275407,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CAN,Canada,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2002,,36361.166467,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CAN,Canada,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2003,,36613.066646,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CAN,Canada,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2004,,39653.092601,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CAN,Canada,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2005,,41115.845011,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CAN,Canada,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2006,,43540.371194,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CAN,Canada,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2007,,44940.815627,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CAN,Canada,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2008,,44880.466075,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CAN,Canada,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2009,,48028.549314,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CAN,Canada,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2010,,48142.601232,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CAN,Canada,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2011,,47906.947635,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CAN,Canada,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2012,,47966.955694,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CAN,Canada,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2013,,50653.574538,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CAN,Canada,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2014,,52261.222556,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CAN,Canada,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2015,,52562.329264,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CAN,Canada,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2016,,54016.192944,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CAN,Canada,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2017,,55431.659937,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CAN,Canada,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2018,,57170.753812,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CAN,Canada,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2019,,56705.379418,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CAN,Canada,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2020,,63081.486238,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CAN,Canada,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2021,,62569.910461,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,CAN,Canada,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2022,,65422.33973,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,MEX,Mexico,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2000,,7964.329956,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,MEX,Mexico,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2001,,8599.020395,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,MEX,Mexico,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2002,,8940.997824,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,MEX,Mexico,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2003,,9384.375476,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,MEX,Mexico,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2004,,9445.570368,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,MEX,Mexico,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2005,,9807.309708,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,MEX,Mexico,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2006,,10295.720101,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,MEX,Mexico,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2007,,10509.146479,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,MEX,Mexico,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2008,,10943.103419,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,MEX,Mexico,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2009,,11448.014637,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_TABLE_I7(1.0),Table I.7. Top statutory personal income tax rates,I,MEX,Mexico,AVG_PPP,Average wage in US dollars based on Purchasing Power Parities,2010,,11420.293556,,A,,USD,US Dollar,0,Units,,
